brand,model,type,strings,frets,price,mensuration,body,colour,descr,img
Fender,"VINTERA 60S STRATOCASTER®, PAU FERRO FINGERBOARD 3-COLOR SUNBURST",Stratocaster,6,22,190.118,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/556.html,C:/Users/user/ct/da/lab1-parser/imgs/556.jpg
Dean,RC7X SKLZ Rusty Cooley,Stratocaster,7,22,149.934,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/557.html,C:/Users/user/ct/da/lab1-parser/imgs/557.jpg
Epiphone,Les Paul Custom Ebony,Les Paul,6,22,138.000,24.7,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/558.html,C:/Users/user/ct/da/lab1-parser/imgs/558.jpg
Gretsch,"G5426 Jet Club, Rosewood Fingerboard Silver",Les Paul,6,22,87.000,25.5,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/559.html,C:/Users/user/ct/da/lab1-parser/imgs/559.jpg
Schecter,SUN VALLEY SUPER SHREDDER PT-FR MWHT,Telecaster,6,22,61.500,25.5,красное дерево махагон,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/560.html,C:/Users/user/ct/da/lab1-parser/imgs/560.jpg
Fender,AMERICAN PERFORMER TELECASTER MN VINTAGE WHITE,Telecaster,6,22,268.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/561.html,C:/Users/user/ct/da/lab1-parser/imgs/561.jpg
Fender,SQUIER Affinity Telecaster Deluxe LRL CFM,Telecaster,6,22,52.000,25.5,тополь,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/562.html,C:/Users/user/ct/da/lab1-parser/imgs/562.jpg
Fender,PLAYER TELE PF 3TS,Telecaster,6,22,144.000,25.5,ольха,санберст,C:/Users/user/ct/da/lab1-parser/descrs/563.html,C:/Users/user/ct/da/lab1-parser/imgs/563.jpg
Gibson,2019 SG MODERN BLUEBERRY FADE,SG,6,22,428.000,25.5,махагони,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/564.html,C:/Users/user/ct/da/lab1-parser/imgs/564.jpg
Yamaha,Pacifica-120H TBS,Stratocaster,6,22,61.990,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/565.html,C:/Users/user/ct/da/lab1-parser/imgs/565.jpg
Fender,"Squier Stratocaster® Pack, Laurel Fingerboard Black, Gig Bag, 10G - 230V EU",Stratocaster,6,22,46.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/566.html,C:/Users/user/ct/da/lab1-parser/imgs/566.jpg
Yamaha,PACIFICA 212VQM CB,Stratocaster,6,22,63.990,25.5,клен  ольха  стеганый ламинированный клен,tobacco brown sunburst,C:/Users/user/ct/da/lab1-parser/descrs/567.html,C:/Users/user/ct/da/lab1-parser/imgs/567.jpg
Aria,STG-57 BK,Stratocaster,6,22,20.990,25.5,ольха,bk black  черный,C:/Users/user/ct/da/lab1-parser/descrs/568.html,C:/Users/user/ct/da/lab1-parser/imgs/568.jpg
Schecter,OMEN EXTREME S-II BCH,Stratocaster,6,24,32.355,24.7,махагон,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/569.html,C:/Users/user/ct/da/lab1-parser/imgs/569.jpg
Schecter,DAMIEN PLATINUM-6 SBK,Stratocaster,6,22,56.500,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/570.html,C:/Users/user/ct/da/lab1-parser/imgs/570.jpg
Schecter,PT PRO TPB,Telecaster,6,22,88.990,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/571.html,C:/Users/user/ct/da/lab1-parser/imgs/571.jpg
Ibanez,GRG121DXL-WNF,Stratocaster,6,22,32.000,25.5,ольха,натуральный,C:/Users/user/ct/da/lab1-parser/descrs/572.html,C:/Users/user/ct/da/lab1-parser/imgs/572.jpg
Ibanez,GRX40-MLB,Stratocaster,6,22,23.400,25.5,тополь,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/573.html,C:/Users/user/ct/da/lab1-parser/imgs/573.jpg
GIBSON,Les Paul Modern Sparkling Burgundy,Les Paul,6,22,584.000,25.5,махагони,вишневый,C:/Users/user/ct/da/lab1-parser/descrs/574.html,C:/Users/user/ct/da/lab1-parser/imgs/574.jpg
Schecter,SGR C-1 MSBK,Stratocaster,6,24,19.990,25.5,липа,металлический матовый черный,C:/Users/user/ct/da/lab1-parser/descrs/575.html,C:/Users/user/ct/da/lab1-parser/imgs/575.jpg
Cort,KX300-Etched-EBR,Stratocaster,6,24,55.500,25.512,красное дерево  верх из волнистого ясеня пескоструйная обработка,красный,C:/Users/user/ct/da/lab1-parser/descrs/576.html,C:/Users/user/ct/da/lab1-parser/imgs/576.jpg
KRAMER,Focus VT-211S Ruby Red,Stratocaster,6,22,24.100,64.7,красное дерево,красный,C:/Users/user/ct/da/lab1-parser/descrs/577.html,C:/Users/user/ct/da/lab1-parser/imgs/577.jpg
Dean,EVOXM SN,Stratocaster,6,22,38.743,24,ольха,натуральный матовый,C:/Users/user/ct/da/lab1-parser/descrs/578.html,C:/Users/user/ct/da/lab1-parser/imgs/578.jpg
Cort,M-Jet-BK Manson Stage,Stratocaster,6,22,49.050,25.512,американская липа,черный матовый,C:/Users/user/ct/da/lab1-parser/descrs/579.html,C:/Users/user/ct/da/lab1-parser/imgs/579.jpg
CARAYA,HL-1A-WH,Stratocaster,6,22,33.750,25.5,ольха,белый,C:/Users/user/ct/da/lab1-parser/descrs/580.html,C:/Users/user/ct/da/lab1-parser/imgs/580.jpg
Fender,PLAYER TELE PF PWT,Telecaster,6,22,127.000,25.5,ольха,белый,C:/Users/user/ct/da/lab1-parser/descrs/581.html,C:/Users/user/ct/da/lab1-parser/imgs/581.jpg
Cort,G Series G260CS-BK,Stratocaster,6,22,42.260,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/582.html,C:/Users/user/ct/da/lab1-parser/imgs/582.jpg
Schecter,BANSHEE GT FR S.TP,Stratocaster,6,24,98.990,25.5,красное дерево,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/583.html,C:/Users/user/ct/da/lab1-parser/imgs/583.jpg
Dean,Leslie West Standard,Stratocaster,6,22,44.800,24,красное дерево,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/584.html,C:/Users/user/ct/da/lab1-parser/imgs/584.jpg
Jackson,"JS22 DKA, AH FB-WHT",Stratocaster,6,22,52.000,25.5,тополь,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/585.html,C:/Users/user/ct/da/lab1-parser/imgs/585.jpg
Epiphone,SG-Special VE Heritage Cherry Sunburst,SG,6,22,23.920,25.5,тополь  шпон красного дерева,vintage sunburst  винтажный санберст,C:/Users/user/ct/da/lab1-parser/descrs/586.html,C:/Users/user/ct/da/lab1-parser/imgs/586.jpg
Schecter,SUN VALLEY SUPER SHREDDER FR S BIRCH GREEN,Stratocaster,6,24,81.250,25.5,красное дерево,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/587.html,C:/Users/user/ct/da/lab1-parser/imgs/587.jpg
Fender,PLAYER JAZZMASTER PF 3TS,Jazzmaster,6,22,131.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/588.html,C:/Users/user/ct/da/lab1-parser/imgs/588.jpg
Fender,PLAYER STRAT MN 3TS,Stratocaster,6,22,127.000,25.5,ольха,черный,C:/Users/user/ct/da/lab1-parser/descrs/589.html,C:/Users/user/ct/da/lab1-parser/imgs/589.jpg
Cort,X-4-BK X Series,Stratocaster,6,24,19.480,25.512,американская липа basswood,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/590.html,C:/Users/user/ct/da/lab1-parser/imgs/590.jpg
IBANEZ,RG7421-WNF,Stratocaster,7,22,56.000,25.5,махагони,орех,C:/Users/user/ct/da/lab1-parser/descrs/591.html,C:/Users/user/ct/da/lab1-parser/imgs/591.jpg
Homage,HEG380SB,Stratocaster,6,22,9.400,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/592.html,C:/Users/user/ct/da/lab1-parser/imgs/592.jpg
CARAYA,E231TRD,Stratocaster,6,22,20.180,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/593.html,C:/Users/user/ct/da/lab1-parser/imgs/593.jpg
Jackson,Pro Series Rhoads RR3 Ivory with Black,Stratocaster,6,22,262.000,25.5,ольха,слоновая кость с черными обводами,C:/Users/user/ct/da/lab1-parser/descrs/594.html,C:/Users/user/ct/da/lab1-parser/imgs/594.jpg
Fender,"PLAYER STRATOCASTER® HSH, PAU FERRO FINGERBOARD SILVER",Stratocaster,6,22,131.000,25.5,ольха,серый,C:/Users/user/ct/da/lab1-parser/descrs/595.html,C:/Users/user/ct/da/lab1-parser/imgs/595.jpg
Gretsch,GUITARS G5421 ELECTROMATIC JET™ CLUB FIREBIRD RED,Stratocaster,6,22,87.000,25.5,ольха,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/596.html,C:/Users/user/ct/da/lab1-parser/imgs/596.jpg
Schecter,OMEN-8 BLK,Stratocaster,8,24,52.990,26.5,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/597.html,C:/Users/user/ct/da/lab1-parser/imgs/597.jpg
Fender,SQUIER CLASSIC VIBE STRAT 60`s 3-COLOR SUNBURST,Stratocaster,6,21,49.822,25.512,ольха,темное золото,C:/Users/user/ct/da/lab1-parser/descrs/598.html,C:/Users/user/ct/da/lab1-parser/imgs/598.jpg
Burny,RSG60`63 CR,SG,6,22,59.990,24.7,махагони,красный,C:/Users/user/ct/da/lab1-parser/descrs/599.html,C:/Users/user/ct/da/lab1-parser/imgs/599.jpg
Schecter,DAMIEN-6 SBK,Stratocaster,6,24,54.182,25.5,красное дерево,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/600.html,C:/Users/user/ct/da/lab1-parser/imgs/600.jpg
Aria,PE-350PF AGBK,Les Paul,6,22,23.500,25.5,окоуме,agbk aged black,C:/Users/user/ct/da/lab1-parser/descrs/601.html,C:/Users/user/ct/da/lab1-parser/imgs/601.jpg
Schecter,DEMON-6 FR ABSN,Stratocaster,6,24,52.990,25.5,липа,чёрный,C:/Users/user/ct/da/lab1-parser/descrs/602.html,C:/Users/user/ct/da/lab1-parser/imgs/602.jpg
