,price,descr
345,66.99,"Yamaha PAC311H по внешнему виду и звучанию не уступает гитарам, сделанным на заказ. Она обладает эксклюзивным дизайном и универсальностью модели PAC611H. Специально изготовленные звукосниматели и высококачественная фурнитура в сочетании с превосходными звуковыми характеристиками корпуса обеспечивают инструменту исключительные исполнительские качества."
346,33.9,"На официальном сайте интернет-магазина Jazz-Shop.ru можно купить Cort X250 BK X SERIES. Это отличная гитара, которая понравится вам не только интересным внешним видом, но и мощной звуковой волной."
347,345.0,"GIBSON SG STANDARD обновлённая версия SG, которая сохранила все характерные черты знаковой, революционной модели 1961 года, обладавшей акустическими характеристиками, которые сделали эту гитару легендой. Современные дополнения и улучшения в представленной модификации SG Standard включают самозапирающиеся колки и белую окантовку палисандровой накладки на гриф. Мощный, экспрессивный звук гитары достигается благодаря паре хамбакеров, точно воспроизводящих звучание популярных звукоснимателей PAF."
348,59.99,"Burny RLC60JS BLK  электрогитара, форма корпуса Les Paul® JohnSykes, H-H, Tune-o-matic,  цвет черный"
349,58.24,
350,20.99,"“615” Nashville первоначально была выпущена в далеком 1995 году. Новая модель 615-MK2 представляет собой наследие оригинальной версии Aria Pro II Nashville с полноценным набором современных аспектов, таких как корпус из тополя, гриф и накладка, выполненные из обожженного клена. За формирование звука отвечают мощные звукосниматели с магнитами Alnico 5, регуляторы громкости и тона, плюс 3-позиционный переключатель. Средний звукосниматель имеет отсечку Push/Pull. Модели 615-MK2 доступны в четырех цветовых решениях: Black Diamond, Ruby Red, Turquoise Blue и Marble White."
351,96.0,"JACKSON JS32T RR – шестиструнная электрогитара, модель из бюджетной линейки JS Series. Эта модель в корпусе эффектной узнаваемой формы Rhoads обладает прекрасным звуком, узнаваемым дизайном. Корпус RR JS32T выполнен из древесины тополя. Гриф – из цельного куска клёна, с графитовым усилением, обеспечивающим максимальную стабильность. Накладка – из амаранта, переменного радиуса 12-16 дюймов. На грифе 24 лада джамбо, инкрустированных перламутровыми «акульими плавниками». Голова грифа - Jackson® Pointed (6 в ряд). Четкий, чистый звук инструмента, при этом достаточно плотный и мощный для современных музыкальных направлений, формируют два хамбакера собственного производства Jackson® с высоким выходным уровнем черно-белого дизайна Zebra. Переключатель – 3-позиционный, регуляторы – громкость и тембр. Тремоло Floyd Rose® предоставляет широкие возможности для экспрессивной игры, дает отличную динамику и продолжительный сустейн. Модель JS Series Rhoads JS32T доступна в двух вариантах цветового исполнения. Представленная гитара – стильного матового черного цвета с головой грифа в цвет корпуса и черной фурнитурой."
352,25.8,"IBANEZ GRX70QA – бюджетная шестиструнная электрогитара из линейки GIO от знаменитого японского производителя. Этот недорогой инструмент может похвастаться хорошим качеством материалов и отличным звуком, несравнимыми с другими инструментами такой же ценовой категории. Серия GIO была специально разработана для начинающих гитаристов, которые хотят получить качественный инструмент по демократичной цене. Представленная модель прошла точно такую же тщательную проверку качества, как и более дорогие инструменты производства Ibanez. Эта стильная и удобная при игре гитара обладает узнаваемым звучанием Ibanez."
353,51.85,"FENDER SQUIER Affinity Stratocaster HH LRL OLW электрогитара, цвет белый"
354,19.99,"Encore E99WR  электрогитара, форма Les Paul, HH, цвет красный"
355,260.706,"FENDER AMERICAN PERFORMER TELECASTER® ROSEWOOD – создаваемый в г. Корона (Калифорния) Телекастер из линейки American Performer. Модель гармонично сочетает в себе узнаваемое звучание настоящего Фендера и аутентичные ощущения при игре с современными материалами, характеристиками и конструктивными особенностями, ориентированными на удобство музыканта. Этот прекрасный инструмент способен вдохновить на достижение новых высот в музыкальном творчестве. Корпус гитары выполнен из ольхи. Гриф профиля «Modern С» с матовым покрытием отлично подходит для любого стиля игры. Гриф "
356,21.35,"Schecter SGR C-1 – электрогитара с проверенной эргономичной формой корпуса, разработана специально для левшей. Корпус из липы, гриф из клена с накладкой из палисандра и два хамбакера Schecter выдают насыщенный звук. Тонкий и эргономичный гриф удобен для скоростной игры. Фиксированный бридж Tune-O-Matic, струны крепятся сквозь корпус. Это позволяет древесине лучше резонировать и увеличивает сустейн. Гитара украшена инкрустацией на грифе в виде точек и готического креста на 12 ладу. Особенность дизайну придает выпуклая поверхность деки."
357,20.18,"Шестиструнная гитара с корпусом типа «Flying V» из древесины твердых пород. Защитная накладка белого цвета, закрывает большую часть корпуса."
358,29.99,"Компактные трэвел-гитары Carry-on разработаны Blackstar совместно с мастерами британского гитарного бутика Gordon Smith Guitars. В результате тщательной работы на свет появились инструменты, которые при своих небольших габаритах, звучат и ощущаются весьма «по-взрослому». Корпус и гриф изготовлены из цельных кусков дерева окоуме (габонский махагон) в сочетании со вклеенным грифом и струнами, проходящими сквозь корпус дает максимальное насыщение звука обертонами древесины, яркую атаку и сочный сустейн. Гриф имеет накладку из лаврового дерева и оснащен 19-ю ладами. При мензуре 20.7” такое количество ладов оптимально с т.з. их ширины и баланса инструмента. Полноразмерный» тембр и ощущение обеспечиваются также тем, что на гитаре стандартно устанавливаются струны калибра 12-54, оптимальное натяжение. Инструменты тщательно отделаны, начиная с лака и заканчивая окантовкой корпуса и трехслойным пикгардом. Специально разработанный мини-хамбакер с возможностью отсечки катушки позволяет играть в любом стиле от винтажного до экстремального. В комплект Carry-On входит помимо гитары: - Гитарный усилитель для наушников AmpLug Fly2 - Чехол премиального качества с несколькими карманами - Ремень - Три медиатора - Дорожный блокнот с механическим карандашом для записи творческих мыслей."
359,43.0,"JACKSON JS22 DKA – шестиструнная электрогитара, модель из бюджетной линейки JS Series. Dinky™ JS22 – это классический звук, узнаваемый дизайн и удобство при игре, характерные для инструментов Jackson, доступные по доступной цене. Гитара заключена в стильный корпус эргономичной формы Dinky™ из тополя. Гриф – из цельного куска клёна, привинченный, с графитовым усилением, обеспечивающим максимальную стабильность. Отделка грифа – матовая. Накладка – из амаранта, переменного радиуса 12-16 дюймов. На грифе 24 лада джамбо, инкрустированных перламутровыми «акульими плавниками». Голова грифа - Jackson® Pointed (6 в ряд). Мощный и при этом чистый звук инструмента формируют два хамбакера собственного производства Jackson® с высоким выходным уровнем. Переключатель – 3-позиционный, регуляторы – громкость и тембр. Тремоло предоставляет широкие возможности для экспрессивной игры, дает отличную динамику и продолжительный сустейн. Представленная гитара – стильного черного цвета с глянцевой отделкой, черной фурнитурой и головой грифа в цвет корпуса."
360,70.0,"Jackson JS32 KELLY – это прекрасная электрогитара с броским внешним видом и уникальным звучанием, которое понравится многим исполнителям."
361,127.0,
362,264.0,"Gibson Les Paul Tribute – современный инструмент, великолепно передающий характер легендарной винтажной модели Les Paul. В конструкции гитары используется исторически верное сочетание пород дерева, фигурный топ, кремовый пикгард, колки в ретро стиле, инкрустация грифа в виде трапеций и звукосниматели, воспроизводящие знаменитый звук PAF."
363,81.0,"Модель Jackson JS32 DKA-M Dinky представляет собой цельнокорпусную электрогитару, дающую вам мгновенное соотношение визуальной и акустической красоты инструмента. Удивительно доступная по своей цене, эта электрогитара порадует вас насыщенным, рычащим тоном и умопомрачительной прочностью, долговечностью, богатыми резонансами в легком корпусе из липы, арочным финишным покрытием корпуса и парой «горячих» звукоснимателей. Вы сполна насладитесь непревзойденной играбельностью грифа, рассчитанного на высокоскоростное исполнение гитарных риффов и партий. Совершенно новая технология радиуса соединения грифа отлично подходит для исполнения даже самых сложных аккордов и стакатто без затирания и порчи покрытия самого грифа. Реальный лицензированных двойной замок тремоло раундов Floyd Rose также присутствует в модели Jackson JS32 DKA-M Dinky, что делает эту электрогитару привлекательной для любого профессионального гитариста."
364,260.0,"Fender JIMMY PAGE TELECASTER RW - электрогитара, в комплекте кейс."
365,34.0,"Электрогитара Fender SQUIER DELUXE STRAT HOT RAILS OLIMPIC соединила в себе легендарное звучание гитар фирмы FENDER, невероятно стильный внешний вид и качественное техническое оснащение. Инструмент создан, чтобы обращать на себя внимание, как своим звучанием, так и невероятным внешним видом. Белоснежная дека из липы выдвигает звучание гитары с дисторшн в группе на первый план, обеспечивает чистоту и ясность звучания. Именно благодаря деке из липы, эта гитара пользуется спросом у металлистов. К тому же, сама по себе древесина очень легка, поэтому общий вес гитары заметно снижается. Гриф инструмента изготовлен из клена. Клен добавляет звучанию стеклянных ноток и металлических оттенков. Своей глубиной и насыщенностью, мягкостью и читаемостью гитара обязана накладке на гриф из палисандра."
366,127.0,"От шепота до крика, от чистого кантри-тона до серьезного рок-н-ролла - даже джаза - мало гитар, столь же универсальных, как "
367,12.85,"Имеет два сингла, один хамбакер, и всю фурнитуру, присущую гитарам модели Stratocaster. Кленовый гриф с палисандровой накладкой отлично обработан, лады не торчат и не цепляются, так что на этом инструменте очень удобно играть, а вместе с низкой ценой гитары, этот фактор делает данный инструмент прекрасным вариантом для начинающего гитариста!"
368,50.99,"Лидирующая в своём классе Pacifica 112V сочетает в себе качества, по праву делающие ее лучшим выбором для музыканта на рынке электрогитар. Помимо внешней привлекательности, эта гитара обладает прекрасными техническими характеристиками и идеально подходит для выступления на сцене."
369,584.0,"GIBSON 2019 LES PAUL MODERN  - это профессиональная шестиструнная электрогитара линейки LES PAUL MODERN, современное переиздание легендарной классики Gibson. Инструмент обладает шикарным стилем и премиальным, классическим звучанием. Гитара предназначена под правую руку гитариста. Цвет гитары синий. Этот инструмент полностью оптимизирован к современным музыкальным требованиям самых изысканных музыкантов, при этом сохраняя свое классическое, породистое звучание. "
370,54.0,"Качество инструментов данного производителя известно всем, кто любит и умеет играть. "
371,60.17,"Новая гитара X300 изготовлена из самых лучших материалов и компонентов с превосходным качеством и мастерством Cort. Пламенный клен премиум-класса идеально сочетается с корпусом из американской липы и с кленовыми грифом и накладкой грифа создавая полный диапазон насыщенного, сбалансированного, глубокого и одновременно резкого звучания. Термоло Флойд Роуз обеспечивает пронзительность флажолетов и глубину дайв-бомб при идеальной стабильности настройки, а звукосниматели EMG Retroactive Hot 70 создают вал мощи с классическим теплым характером звучания. Священный грааль сочетания древесины для электрогитары: кленовый верх и корпус из липы. Используемое некоторыми из величайших игроков в индустрии гитаростроения, это сочетание обеспечивает идеальный баланс между теплом и полнотой от корпуса американской липы с яркостью и резкостью кленового верха. В звукоснимателях EMG Retro Active Hot 70 используются керамические магниты в бриджевой позиции и магниты Alnico 5 в нековой, что позволяет создавать мощь Ван Халена и ZZ, звучания конца 70-х. Никакая другая тремоло система не обеспечивает такую стабильность настройки, как Floyd Rose. Чтобы вы не делали, дайв-бомбы, экстремальные флажолеты или тонкую окраску аккорда, Флойд Ройз дает вам уверенность в том, что вы выражаете свои музыкальные идеи без каких-либо проблем с настройкой. "
372,18.5,"Электрогитара CARAYA E 228, корпус из дерева твердых пород, есть регуляторы: громкость и тон, бридж тремоло 6 болтов, пятипозиционный переключатель."
373,114.0,"JACKSON DKAF7 – семиструнная электрогитара, из линейки X Series Dinky™. Гитара заключена в стильный и удобный при игре корпус эргономичной формы Dinky™ из красного дерева. Гриф – из цельного куска клёна, привинченный, с графитовым усилением. Отделка – матовая. Особенность представленной модели - переменная мензура: от 686 мм (27"") до 648 мм (25,5""). Это позволяет добиться очень живого, открытого звука, улучшить тембральные характеристики, а также делает игру на гитаре более комфортной. Накладка на гриф – мультирадиусная (12’’-16”), на данной гитаре выполнена из лавра. Лады инкрустированы точками, смещенными к верхней части грифа. Голова грифа - Jackson® 4+3 AT-1. Мощный, плотный звук инструмента формируют два открытых хамбакера собственного производства Jackson®, специально разработанные для семиструнных гитар. Переключатель – 3-позиционный, регуляторы – громкость и тембр. Бридж представленной модели – фиксированный. На Dinky DKAF7 установлены никелированные струны толщиной .009 - .054. Модель представлена в новом цвете – черном с глянцевой отделкой и черной фурнитурой."
374,37.0,"Fender Squier Mini Strat V2 – уменьшенная (3/4) версия гитары Bullet® Strat® с мензурой 22,75 дюйма (578 миллиметров). Это идеальная недорогая гитара для путешествий и поездок, легкая и компактная, неприхотливая."
375,65.99,"Изящные, резкие, агрессивные - так можно охарактиризовать ""убийственные"" гитары из серии Reaper. Корпус из болотного ясеня в сочетании с топом из капа, ультратонким профилем грифа, и самого грифа, выполненного из клена/ореха с накладкой из черного дерева, вкупе обеспечивают резонирующую тональность и притягательный внешний вид. Широкий контур корпуса и ультра-доступная конструкция вклеенного грифа гарантируют комфорт при игре даже при самых требовательных настройках. На борту этого зверя установлены мощные звукосниматели Schecter Diamond Decimator, прорезающиеся сквозь микс, и достаточно универсальные практически для любой площадки, а так же бридж - Schecter Custom Hardtail, колки Schecter и контрастная фурнитура в черно-хромированном исполнении."
376,35.99,
377,16.1,"Этот товар представлен величайшим производителем инструментов, в том числе и электрогитар, который не нуждается в представлении - Fender. Список музыкантов мировой величины, которые играют на гитарах этой компании можно перечислять бесконечно, так же как и линейку продукции, произведенных ей."
378,325.0,Обновленный Les Paul Studio с грифом Slim Taper. Корпус из красного дерева с кленовым топом. Звукосниматели - 490R и 498T. ﻿
379,87.0,"Gretsch G5425 Jet Club – гитара из серии Electromatic от знаменитого американского производителя. Дека электрогитары формы Jet™ с одним вырезом выполнена, как и у всех инструментов данной линейки, из липы, изогнутая верхняя дека - из ламинированного клёна."
380,36.0,
381,305.0,"Оригинальные «лес полы» характеризуются блестящей золотой отделкой, что является символом их высокого качества. Но сам Лес Пол хотел чего-то особенного, поэтому первые «кастомы» получили элегантную черненую отделку аппаратного обеспечения по прозвищу «черная красавица». Сегодняшние модели доступны как в золотой, так и черненой вариации. С учетом других элементов, GIBSON CUSTOM LES PAUL CUSTOM EBONY обладает впечатляющим внешним видом, способным привлечь внимание каждого."
382,428.0,"GIBSON 2019 SG MODERN – это гораздо больше, чем классическая цельнокорпусная гитара: это уникальный гибрид "
383,24.8,"IBANEZ GRGM21M - это шестиструнная уменьшенная электрогитара. Электрогитара имеет шикарное звучание, узнаваемый стиль деки и головы грифа. Накладка грифа из клена. Крепление грифа к деке выполнено на винтах. Дека гитары сделана из тополя. Этот инструмент пользуется популярностью среди гитаристов играющих рок и мелодичную инструментальную музыку. "
384,75.0,"IBANEZ RGMS8 - это 8-струнная электрогитара линейки RG. Цвет гитары черный. Гитара представляет собой настоящую рок-машину, способную шикарно звучать в пониженном строе. Инструмент обладает мощным, насыщенным тоном, что важно для передачи тяжелых гитарных рифов нестандартного строя электрогитары. Электрогитара оборудована 5-составным грифом (клен/орех)с накладкой из жатобы. Профиль грифа - Wizard III-8 for Multi Scale 5pc. Дека гитары сделана их махагони. На деку установлен бридж Mono-rail bridge. Количество ладов грифа - 24 (Jumbo), мензура - 692 мм/27.26"" - 648 мм/25.5"". "
385,13.99,"Encore E6VW  электрогитара, форма Stratоcaster, SSS, цвет белый"
386,81.6,"Эта высококлассная гитара от Schecter очень популярна и зарекомендовала себя как отличный, доступный инструмент. Материал корпуса красное дерево, гриф, выполненный из красного дерева, имеет накладку из черного дерева. Гитара удовлетворяет всем требованиям для шред-игры. Оригинальность дизайна этого инструмента подчеркивается инкрустацией ладов в виде изображения ""Череп смерти"". Наличие качественного функционала делает гитару просто незаменимым, уникальным инструментом. Популярность Schecter Synyster Standard также принес высокий музыкальный уровень инструмента, комфорт исполнения, великолепный дизайн и возможность использования на сценах, концертных площадках и в студии."
387,183.0,"FENDER PLAYER TELE MN BTB - это шестиструнная электрогитара линейки PLAYER TELE. Современные телекастеры этой линейки имеют стильный дизайн, качественную электронику и фурнитуру, тщательную отделку всех компонентов, выполненную мастерами высокой спецификации. Электрогитара обладает не только оригинальным, узнаваемым стилем, но и совершенно потрясающим звучанием. Цвет гитары кремовый. Мензура - 25,5"", электроника пассивная. Гитара под правую руку. Установлен комплект струн Fender .009 - .042."
388,58.99,Лидирующая в своём классе 
389,58.99,"Лидирующая в своём классе Pacifica 112V сочетает в себе качества, по праву делающие ее лучшим выбором для музыканта на рынке электрогитар. Помимо внешней привлекательности, эта гитара обладает прекрасными техническими характеристиками и идеально подходит для выступления на сцене."
390,192.0,"FENDER VINTERA '60S JAZZMASTER® - электрогитара в винтажном стиле, созданная для музыкантов, которые хотят получить звук и стиль золотой эры Fender. Представленная в 2019 году модификация Vintera обладает характерными чертами гитар шестидесятых годов, в том числе аутентичным профилем грифа «Mid ’60s C», накладкой из пао ферро радиуса 7,25 дюймов, 21 ладом Vintage Style и звукоснимателями, которые сделали Мустанг легендой. Корпус узнаваемой асимметричной формы выполнен из традиционного для гитар Fender материала - ольхи, которая позволяет получить отлично сбалансированный по частотным характеристикам звук. За аутентичное звучание инструмента отвечают два сингла Vintage-Style '60s Jazzmaster® с трехпозиционным переключателем и классической схемой lead/rhythm. Они позволяют воспроизвести теплый, гладкий звук классических моделей шестидесятых, сделавший гитары Jazzmaster легендой. Бридж – тремоло 6-Saddle Vintage-Style. Гитара выпускается в двух вариантах цветового исполнения. "
391,90.0,"GIBSON FIREBIRD STUDIO 2018 - это аутентичная шестиструнная электрогитара, модель с узнаваемой декой Firebird и звукоснимателями P-90. Серия - Gibson Model Year 2018. Гитара имеет не только роскошный стиль, но и яркое, дерзкое, узнаваемое звучание. Это инструмент, обладающий богатой функциональностью, предназначенный для гитаристов самых разных жанров."
392,56.0,"JACKSON JS12 DK – шестиструнная электрогитара, модель из бюджетной линейки JS Series. Dinky™ JS12 – это классический звук, узнаваемый дизайн и удобство при игре, характерные для инструментов Jackson, доступные по доступной цене."
393,34.99,"Существуют бренды, которые выпускают отличные инструменты не только в премиум-классе, но даже в бюджетном сегменте. Отзывы на Yamaha PACIFICA 112J на официальном сайте интернет-магазина Jazz-Shop.ru исключительно положительные. Yamaha PACIFICA 112J OVS – инструмент недорогой, но пригодится и новичкам, и тем, кто взял в руки гитару уже давно."
394,43.0,"JACKSON JS11 DK AH FB 22 Fr - это шестиструнная электрогитара популярной линейки Dinky. Электрогитары бренда Jackson являются весьма известными и востребованными среди рок-гитаристов. Электрогитара имеет аутентичное роковое звучание, классический стиль деки и головы грифа. Электрогитара оборудована кленовым грифом с накладкой из амаранта. Маркеры ладов выполнены в виде классических точек белого цвета. Крепление грифа к деке выполнено на болтах. Инструмент пользуется популярностью среди гитаристов играющих рок и мелодичную инструментальную музыку. "
395,24.64,"CORT CR50 – шестиструнная электрогитара в классическом корпусе типа Les Paul с катавеем и плоским топом. Она входит в серию Classic Rock, обеспечивая внешний вид, ощущение и производительность самых востребованных винтажных инструментов «золотой эры». В основе каждой гитары серии CR - специально разработанные звукосниматели Powersound для аутентичного и винтажного рокового звука и отклика. В роли звукоснимателей в CORT CR50-BK выступают два хамбакера с ферритовыми наконечниками Powersound PSLP-1F и PSLP-1R с классическим тоном и великолепным соотношением «цена/качество». Также гитара оснащена бриджем T.O.M. и жестким струнодержателем, которые обеспечивают улучшенный сустейн, а также стабильность и точные интонации. Гриф у гитары привинченный и сделан из твердого канадского клёна, корпус же целиком изготовлен из тополя. Накладка грифа выполнена традиционно из палисандра и имеет радиус 305 мм. Мензура – 629 мм. У гитары 22 лада Medium и никелевая фурнитура, маркеры выполнены в виде точек. Электронику дополняют трехпозиционный переключатель, регулятор громкости и один регулятор тона. Используются популярные струны D'Addario EXL110."
396,160.0,"FENDER PLAYER STRAT HSS PF - это шестиструнная электрогитара линейки PLAYER STRAT. Эти электрогитары имеют качественную электронику и фурнитуру, тщательную отделку всех компонентов, которая выполняется мастерами высокой спецификации. Электрогитара обладает ярким стилем и совершенно потрясающим звучанием. Цвет гитары черный. Мензура - 25,5"", электроника пассивная.  Дека электрогитары изготовлена из ольхи. Гриф из клена с накладкой из пау ферро. Ширина верхнего порожка грифа 42 мм. Количество ладов - 22. Крепление грифа к деке выполнено на болтах. На деку гитары установлен комплект звукоснимателей, спецификация - HSS, модели - 1 New Player AlNiCo II humbucker (bridge), 2 New Player AlNiCo V single coils (middle/neck). Этот комплект звукоснимателей формирует богатый и насыщенный саунд электрогитары. На деку установлен тремоло бридж - Tremolo Standart. Эта гитара станет хорошим приобретением для гитаристов, которые ищут не только премиальный фендеровский звук, но и шикарный стиль для сцены. "
397,87.99,"Электрогитара SCHECTER SOLO-II CUSTOM - классический Lec Paul с прекрасным звуком, который создаётся звукоснимателями Schecter USA Pasadena. Вклеенный гриф даёт продолжительный сустейн. Корпус из махагона и топ из клёна даёт тот самый ""тёплый"" звук, который так ценится любителями классического рока."
398,53.65,"Новая серия Demon одинаково зловещая и сексуальная. Вооруженные двумя активными хамбакерами, эти демоны предоставляют намного больше звука и сустейна по сравнению с их старшим братом AHB-1 Blackouts. Послушайте сами и будете приятно удивлены! "
399,23.4,Ibanez GRX40-CA электрогитара
400,168.0,"JACKSON DEMMELITION FURY PRO T - SN WHT электрогитара, цвет белый"
401,81.88,"Электрогитара, черная, Cort"
402,53.768,"Dean ZX - электрогитара типа ""эксплорер"" из серии Z Series.Корпус и топ изготовлены из американской липы. Гриф крепится на болтах, материал изготовления - клен с палисандровой накладкой. На гитаре установлен бридж Tune-O-Matic, колки Die Cast и звукосниматели DMT Design Pickups. Инструмент доступен в двух цветах - черный и натуральный санберст."
403,198.287,
404,19.99,"Серия гитар SGR by Schecter сочетает в себе самый популярный стиль корпуса по чрезвычайно доступной цене. Характеризуясь корпусом из липы, палисандровой накладкой, SGR by Schecter Diamond Plus хамбакерами и простым гладким дизайном, SGR by Schecter опять устанавливает новые стандарты. "
405,23.4,"IBANEZ GRX40-MGN – шестиструнная электрогитара из самой узнаваемой линейки Ibanez – RG. Это инструмент с мощным звуком, идеальный для скоростной игры. Характерные черты гитары сформировались за три десятилетия развития металла. Корпус инструмента выполнен из тополя. Гриф GRX – из клена. Накладка на гриф – из специальным образом обработанной новозеландской сосны. Радиус накладки – 305 миллиметров. Мензура – 25,5 дюйма (648 миллиметров). На грифе 22 лада Medium, инкрустированных белыми точками. Звук формируется тремя пассивными звукоснимателями Infinity R с керамическими магнитами. Это два сингла, у грифа и в средней позиции, плюс хамбакер у бриджа. Переключатель – пятипозиционный. Настройка осуществляется регуляторами громкости и тембра. Бридж – тремоло собственного производства Ibanez T106, он обеспечивает удобство при игре и стабильность строя. "
406,34.99,"Существуют бренды, которые выпускают отличные инструменты не только в премиум-классе, но даже в бюджетном сегменте. Отзывы на Yamaha PACIFICA 112J на официальном сайте интернет-магазина Jazz-Shop.ru исключительно положительные. Yamaha PACIFICA 112J OVS – инструмент недорогой, но пригодится и новичкам, и тем, кто взял в руки гитару уже давно."
407,131.0,Telecaster Fender Player является новым стандартом для рабочей электрогитары Fender. 
408,98.0,Официальный сайт интернет-магазина Jazz-Shop.ru предлагает недорого 
